PRODUCT_UPC,PRODUCT_CATALOGUE_NUMBER,TRACK_ISRC_CODE,TRACK_ID,LABEL,RELEASE,TRACK_TITLE,TRACK_ARTIST,REMIXER_NAME,REMIX,TERRITORY,PURCHASE_STATUS,FORMAT,DELIVERY,TRANSACTION_DATE,CONTENT_TYPE,TRACK_COUNT,GROSS_CONTENT_REVENUE,GROSS_WAV_REVENUE,PAID_PRICE,NET_CONTENT_REVENUE,NET_WAV_REVENUE,MECHANICAL_WITHHOLDING,US_TAX_WITHHOLDING,WITHHELD_AMOUNT,US_TAX_WITHHOLDING_PERCENT,US_TAX_WITHHOLDING_COMPLIANCY_STATUS,NET_TOTAL,SALE_TYPE
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",NLD,"General Content",mp3,download,2017-09-15,single,1,1.55,0.00,1.55,1.01,0.0000000000,0.15,0.00,0.15,0.0000,1,0.86,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",GBR,"General Content",mp3,download,2017-09-15,single,1,1.50,0.00,1.50,0.98,0.0000000000,0.15,0.00,0.15,0.0000,1,0.83,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",NLD,"General Content",mp3,download,2017-09-15,single,1,1.55,0.00,1.55,1.01,0.0000000000,0.15,0.00,0.15,0.0000,1,0.86,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",CHE,"General Content",wav,download,2017-09-15,single,1,1.49,0.75,2.24,0.97,0.3800000000,0.22,0.00,0.22,0.0000,1,1.13,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",JPN,"General Content",aiff,download,2017-09-16,single,1,1.49,0.75,2.24,0.97,0.3800000000,0.22,0.00,0.22,0.0000,1,1.13,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",CZE,"General Content",aiff,download,2017-09-16,single,1,1.49,0.75,2.24,0.97,0.3800000000,0.22,0.00,0.22,0.0000,1,1.13,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",USA,"General Content",mp3,download,2017-09-16,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.00,0.00,0.00,0.0000,1,0.97,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",GBR,"General Content",mp3,download,2017-09-16,single,1,1.52,0.00,1.52,0.99,0.0000000000,0.15,0.00,0.15,0.0000,1,0.84,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",USA,"General Content",mp3,download,2017-09-16,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.00,0.00,0.00,0.0000,1,0.97,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",GBR,"General Content",mp3,download,2017-09-16,single,1,1.52,0.00,1.52,0.99,0.0000000000,0.15,0.00,0.15,0.0000,1,0.84,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",ESP,"General Content",mp3,download,2017-09-16,single,1,1.23,0.00,1.23,0.80,0.0000000000,0.12,0.00,0.12,0.0000,1,0.68,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",USA,"General Content",mp3,download,2017-09-16,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.00,0.00,0.00,0.0000,1,0.97,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",TWN,"General Content",mp3,download,2017-09-16,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.15,0.00,0.15,0.0000,1,0.82,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",USA,"General Content",mp3,download,2017-09-17,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.00,0.00,0.00,0.0000,1,0.97,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",USA,"General Content",mp3,download,2017-09-17,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.00,0.00,0.00,0.0000,1,0.97,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",BEL,"General Content",mp3,download,2017-09-17,single,1,1.55,0.00,1.55,1.01,0.0000000000,0.16,0.00,0.16,0.0000,1,0.85,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",CAN,"General Content",mp3,download,2017-09-18,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.15,0.00,0.15,0.0000,1,0.82,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",USA,"General Content",mp3,download,2017-09-19,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.00,0.00,0.00,0.0000,1,0.97,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",CAN,"General Content",mp3,download,2017-09-19,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.15,0.00,0.15,0.0000,1,0.82,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",DEU,"General Content",mp3,download,2017-09-19,single,1,1.24,0.00,1.24,0.81,0.0000000000,0.12,0.00,0.12,0.0000,1,0.69,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",GBR,"General Content",mp3,download,2017-09-19,single,1,1.51,0.00,1.51,0.98,0.0000000000,0.15,0.00,0.15,0.0000,1,0.83,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",GBR,"General Content",wav,download,2017-09-19,single,1,1.51,1.01,2.53,0.98,0.5100000000,0.25,0.00,0.25,0.0000,1,1.24,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",DEU,"General Content",mp3,download,2017-09-19,single,1,1.55,0.00,1.55,1.01,0.0000000000,0.16,0.00,0.16,0.0000,1,0.85,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",USA,"General Content",mp3,download,2017-09-19,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.00,0.00,0.00,0.0000,1,0.97,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",AUS,"General Content",mp3,download,2017-09-19,single,1,1.08,0.00,1.08,0.70,0.0000000000,0.11,0.00,0.11,0.0000,1,0.59,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",NLD,"General Content",mp3,download,2017-09-20,single,1,1.56,0.00,1.56,1.01,0.0000000000,0.16,0.00,0.16,0.0000,1,0.85,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",FRA,"General Content",wav,download,2017-09-20,single,1,1.56,0.90,2.46,1.01,0.4500000000,0.25,0.00,0.25,0.0000,1,1.21,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",DEU,"General Content",mp3,download,2017-09-20,single,1,1.56,0.00,1.56,1.01,0.0000000000,0.16,0.00,0.16,0.0000,1,0.85,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",FIN,"General Content",mp3,download,2017-09-20,single,1,1.25,0.00,1.25,0.81,0.0000000000,0.12,0.00,0.12,0.0000,1,0.69,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",USA,"General Content",mp3,download,2017-09-21,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.00,0.00,0.00,0.0000,1,0.97,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",USA,"General Content",mp3,download,2017-09-21,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.00,0.00,0.00,0.0000,1,0.97,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",GBR,"General Content",mp3,download,2017-09-21,single,1,1.51,0.00,1.51,0.98,0.0000000000,0.15,0.00,0.15,0.0000,1,0.83,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",JPN,"General Content",mp3,download,2017-09-21,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.15,0.00,0.15,0.0000,1,0.82,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",ESP,"General Content",mp3,download,2017-09-22,single,1,1.55,0.00,1.55,1.01,0.0000000000,0.16,0.00,0.16,0.0000,1,0.85,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",USA,"General Content",mp3,download,2017-09-22,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.00,0.00,0.00,0.0000,1,0.97,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",CAN,"General Content",wav,download,2017-09-01,single,1,1.49,0.75,2.24,0.97,0.3800000000,0.22,0.00,0.22,0.0000,1,1.13,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",USA,"General Content",mp3,download,2017-09-01,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.00,0.00,0.00,0.0000,1,0.97,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",USA,"General Content",aiff,download,2017-09-01,single,1,1.49,0.75,2.24,0.97,0.3800000000,0.00,0.00,0.00,0.0000,1,1.35,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",GBR,"General Content",mp3,download,2017-09-01,single,1,1.45,0.00,1.45,0.94,0.0000000000,0.14,0.00,0.14,0.0000,1,0.80,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",AUT,"General Content",mp3,download,2017-09-01,single,1,1.55,0.00,1.55,1.01,0.0000000000,0.15,0.00,0.15,0.0000,1,0.86,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",CHE,"General Content",mp3,download,2017-09-01,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.15,0.00,0.15,0.0000,1,0.82,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",ESP,"General Content",mp3,download,2017-09-01,single,1,1.55,0.00,1.55,1.01,0.0000000000,0.15,0.00,0.15,0.0000,1,0.86,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",USA,"General Content",mp3,download,2017-09-02,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.00,0.00,0.00,0.0000,1,0.97,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",USA,"General Content",mp3,download,2017-09-02,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.00,0.00,0.00,0.0000,1,0.97,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",USA,"General Content",aiff,download,2017-09-02,single,1,0.00,0.75,0.75,0.00,0.3800000000,0.00,0.00,0.00,0.0000,1,0.38,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",USA,"General Content",mp3,download,2017-09-02,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.00,0.00,0.00,0.0000,1,0.97,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",GBR,"General Content",mp3,download,2017-09-02,single,1,1.45,0.00,1.45,0.94,0.0000000000,0.15,0.00,0.15,0.0000,1,0.79,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",USA,"General Content",mp3,download,2017-09-02,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.00,0.00,0.00,0.0000,1,0.97,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",DEU,"General Content",mp3,download,2017-09-02,single,1,1.54,0.00,1.54,1.00,0.0000000000,0.15,0.00,0.15,0.0000,1,0.85,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",GBR,"General Content",mp3,download,2017-09-02,single,1,1.45,0.00,1.45,0.94,0.0000000000,0.15,0.00,0.15,0.0000,1,0.79,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",USA,"General Content",mp3,download,2017-09-02,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.00,0.00,0.00,0.0000,1,0.97,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",PRT,"General Content",mp3,download,2017-09-02,single,1,1.54,0.00,1.54,1.00,0.0000000000,0.15,0.00,0.15,0.0000,1,0.85,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",USA,"General Content",mp3,download,2017-09-02,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.00,0.00,0.00,0.0000,1,0.97,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",AUT,"General Content",mp3,download,2017-09-02,single,1,1.54,0.00,1.54,1.00,0.0000000000,0.15,0.00,0.15,0.0000,1,0.85,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",GBR,"General Content",mp3,download,2017-09-02,single,1,1.45,0.00,1.45,0.94,0.0000000000,0.15,0.00,0.15,0.0000,1,0.79,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",FRA,"General Content",mp3,download,2017-09-02,single,1,1.54,0.00,1.54,1.00,0.0000000000,0.15,0.00,0.15,0.0000,1,0.85,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",DEU,"General Content",mp3,download,2017-09-02,single,1,1.54,0.00,1.54,1.00,0.0000000000,0.15,0.00,0.15,0.0000,1,0.85,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",ITA,"General Content",mp3,download,2017-09-02,single,1,1.54,0.00,1.54,1.00,0.0000000000,0.15,0.00,0.15,0.0000,1,0.85,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",DEU,"General Content",mp3,download,2017-09-02,single,1,1.54,0.00,1.54,1.00,0.0000000000,0.15,0.00,0.15,0.0000,1,0.85,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",GBR,"General Content",mp3,download,2017-09-02,single,1,1.45,0.00,1.45,0.94,0.0000000000,0.15,0.00,0.15,0.0000,1,0.79,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",JPN,"General Content",mp3,download,2017-09-02,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.15,0.00,0.15,0.0000,1,0.82,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",COL,"General Content",aiff,download,2017-09-03,single,1,1.49,0.75,2.24,0.97,0.3800000000,0.22,0.00,0.22,0.0000,1,1.13,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",USA,"General Content",mp3,download,2017-09-03,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.00,0.00,0.00,0.0000,1,0.97,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",DEU,"General Content",mp3,download,2017-09-03,single,1,1.54,0.00,1.54,1.00,0.0000000000,0.15,0.00,0.15,0.0000,1,0.85,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",CHE,"General Content",aiff,download,2017-09-03,single,1,1.49,0.75,2.24,0.97,0.3800000000,0.22,0.00,0.22,0.0000,1,1.13,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",USA,"General Content",aiff,download,2017-09-03,single,1,1.27,0.75,2.02,0.83,0.3800000000,0.00,0.00,0.00,0.0000,1,1.21,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",USA,"General Content",mp3,download,2017-09-04,single,1,1.27,0.00,1.27,0.83,0.0000000000,0.00,0.00,0.00,0.0000,1,0.83,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",AUT,"General Content",mp3,download,2017-09-04,single,1,1.54,0.00,1.54,1.00,0.0000000000,0.15,0.00,0.15,0.0000,1,0.85,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",ARE,"General Content",mp3,download,2017-09-04,single,1,1.27,0.00,1.27,0.83,0.0000000000,0.13,0.00,0.13,0.0000,1,0.70,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",USA,"General Content",aiff,download,2017-09-05,single,1,1.26,0.75,2.01,0.82,0.3800000000,0.00,0.00,0.00,0.0000,1,1.20,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",USA,"General Content",mp3,download,2017-09-05,single,1,1.26,0.00,1.26,0.82,0.0000000000,0.00,0.00,0.00,0.0000,1,0.82,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",FIN,"General Content",mp3,download,2017-09-05,single,1,1.55,0.00,1.55,1.00,0.0000000000,0.15,0.00,0.15,0.0000,1,0.85,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",GBR,"General Content",mp3,download,2017-09-05,single,1,1.23,0.00,1.23,0.80,0.0000000000,0.12,0.00,0.12,0.0000,1,0.68,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",CAN,"General Content",wav,download,2017-09-05,single,1,1.26,0.75,2.01,0.82,0.3800000000,0.20,0.00,0.20,0.0000,1,1.00,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",CHE,"General Content",mp3,download,2017-09-05,single,1,1.26,0.00,1.26,0.82,0.0000000000,0.13,0.00,0.13,0.0000,1,0.69,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",ITA,"General Content",mp3,download,2017-09-05,single,1,1.55,0.00,1.55,1.00,0.0000000000,0.15,0.00,0.15,0.0000,1,0.85,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",GBR,"General Content",mp3,download,2017-09-05,single,1,1.23,0.00,1.23,0.80,0.0000000000,0.12,0.00,0.12,0.0000,1,0.68,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",AUS,"General Content",wav,download,2017-09-05,single,1,1.14,0.60,1.74,0.74,0.3000000000,0.17,0.00,0.17,0.0000,1,0.87,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",GBR,"General Content",mp3,download,2017-09-05,single,1,1.45,0.00,1.45,0.94,0.0000000000,0.14,0.00,0.14,0.0000,1,0.80,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",NOR,"General Content",mp3,download,2017-09-06,single,1,1.49,0.00,1.49,0.97,0.0000000000,0.15,0.00,0.15,0.0000,1,0.82,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",NLD,"General Content",mp3,download,2017-09-06,single,1,1.55,0.00,1.55,1.01,0.0000000000,0.16,0.00,0.16,0.0000,1,0.85,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",ITA,"General Content",mp3,download,2017-09-06,single,1,1.55,0.00,1.55,1.01,0.0000000000,0.16,0.00,0.16,0.0000,1,0.85,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",FRA,"General Content",mp3,download,2017-09-07,single,1,1.55,0.00,1.55,1.01,0.0000000000,0.16,0.00,0.16,0.0000,1,0.85,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",DEU,"General Content",aiff,download,2017-09-07,single,1,1.55,0.89,2.45,1.01,0.4500000000,0.24,0.00,0.24,0.0000,1,1.22,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",ISL,"General Content",mp3,download,2017-09-07,single,1,1.35,0.00,1.35,0.88,0.0000000000,0.14,0.00,0.14,0.0000,1,0.74,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",PRT,"General Content",mp3,download,2017-09-07,single,1,1.55,0.00,1.55,1.01,0.0000000000,0.16,0.00,0.16,0.0000,1,0.85,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",GBR,"General Content",mp3,download,2017-09-07,single,1,1.32,0.00,1.32,0.86,0.0000000000,0.13,0.00,0.13,0.0000,1,0.73,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",EST,"General Content",mp3,download,2017-09-26,single,1,0.77,0.00,0.77,0.50,0.0000000000,0.08,0.00,0.08,0.0000,1,0.42,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",AUS,"General Content",mp3,download,2017-09-26,single,1,0.67,0.00,0.67,0.44,0.0000000000,0.07,0.00,0.07,0.0000,1,0.37,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",NLD,"General Content",mp3,download,2017-09-26,single,1,1.54,0.00,1.54,1.00,0.0000000000,0.15,0.00,0.15,0.0000,1,0.85,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",NZL,"General Content",aiff,download,2017-09-26,single,1,0.75,0.75,1.50,0.49,0.3800000000,0.15,0.00,0.15,0.0000,1,0.72,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",JPN,"General Content",mp3,download,2017-09-26,single,1,0.74,0.00,0.74,0.48,0.0000000000,0.07,0.00,0.07,0.0000,1,0.41,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",DEU,"General Content",mp3,download,2017-09-27,single,1,1.53,0.00,1.53,1.00,0.0000000000,0.15,0.00,0.15,0.0000,1,0.85,Sale
,INS267,USMKV1726501,9037763,"InStereo Recordings","DJ Dan Presents 15 Years Of InStereo",Squissh,"DJ Dan",,"Original Mix",DEU,"General Content",mp3,download,2017-09-27,single,1,1.53,0.00,1.53,1.00,0.0000000000,0.15,0.00,0.15,0.0000,1,0.85,Sale
